ad_index,ad_id,ad_product,domain,subdomain,vague_query,product_id,user_search_query,ad_title,ad_description,url,seller,brand,label,image_id
914,1550932,Clarks Men's Escalade Step Slip-On Shoe - Tan/Khaki - 10M,Fashion,Footwear,What are some comfortable slip-on shoes suitable for both business and casual wear?,3849538,zappos shoes for men,Clarks Men's Escalade Step Slip-On Shoe - Tan/Khaki - 10M,"Clarks Escalade Step Slip-On Shoe. Showcasing distinctive slip-on style in premium hand-burnished brown leather, this shoe is business on the outside and comfort on the inside. It features a padded collar and stretch gore for an instant fit, while a mesh-covered OrthoLite insole offers superior cushioning.",belk.com,belk,Clarks,1,[IMG_CATEID_323]
915,2269970,Finn Comfort Women's Aussee Clog,Fashion,Footwear,What are some comfortable shoe options for women with sensitive feet?,3023141,finn comfort shoes discount,Finn Comfort Women's Aussee Clog,"Nappa Made in USA or Imported Leather sole Heel measures approximately 1.75 inches"" The Aussee-S features the Finn Comfort® Soft footbed which provides a cloud-like feel.Even with sensitive feet, you can walk around and enjoy your day in carefree comfort. Numerous unique features allow perfect foot support without any pressure whatsoever. Finn Comfort footwear ensures a secure fit, strong hold and encourages a natural rolling of the feet - for greater walking pleasure. Delicate on your feet and the only comfort clog you'll need all season long. Leather and patent leather or nubuck and patent leather upper. Easy slip-on with hook-and-loop strap for an adjustable fit. Complete leather lining helps absorb moisture. Removable, anatomically correct orthopedic footbed with contoured arch support. Lightweight, shock-absorbing polyurethane sole. Made in Germany. Measurements: Heel Height: 1 3/4 in Weight: 1 lb Platform Height: 1/2 in Product measurements were taken using size 39 (US Women's 8-8.5), width Medium. Please note that measurements may vary by size. The Aussee-S features the Finn Comfort® Soft footbed which provides a cloud-like feel.Even with sensitive feet, you can walk around and enjoy your day in carefree comfort. Numerous unique features allow perfect foot support without any pressure whatsoever. Finn Comfort footwear ensures a secure fit, strong hold and encourages a natural rolling of the feet - for greater walking pleasure. Delicate on your feet and the only comfort clog you'll need all season long. Leather and patent leather or nubuck and patent leather upper. Easy slip-on with hook-and-loop strap for an adjustable fit. Complete leather lining helps absorb moisture. Removable, anatomically correct orthopedic footbed with contoured arch support. Lightweight, shock-absorbing polyurethane sole. Made in Germany. Measurements: Heel Height: 1 3/4 in Weight: 1 lb Platform Height: 1/2 in Product measurements were taken using size 39 (US Women's 8-8.5), width Medium. Please note that measurements may vary...",amazon.com,Amazon.com,Finn Comfort,1,[IMG_CATEID_2187]
916,2985742,"Forte Lighting 7062-06 6 Light 23-3/4"" Wide Chandelier Antique Bronze Indoor Lighting",Home & Garden,Indoor Lighting,What are some stylish options for lighting up my dining room?,3249105,bedroom ceiling ligts,"Forte Lighting 7062-06 6 Light 23-3/4"" Wide Chandelier Antique Bronze Indoor Lighting","Forte Lighting, 7062-06, Chandeliers, Indoor Lighting, Features Chain mounted design Requires (6) 60 watt Candelabra (E12) bulbs Capable of being dimmed when used with incandescent bulbs UL and CUL rated for dry locations 1 year limited manufacturer warranty Dimensions Height: 31-3/4 Width: 23-3/4 Product Weight: 11.7 lbs Electrical Specifications Bulb Base: Candelabra (E12) Number of Bulbs: 6 Bulbs Included: No Watts Per Bulb: 60 watts Wattage: 360 watts Voltage: 120 volts",build.com,Build,Forte Lighting,1,[IMG_CATEID_576]
917,2056201,One Numberblocks Crochet pattern for soft toy,Crafts & Hobbies,Crochet Patterns,Where can I find unique crochet patterns for making toys?,238135,numberblocks,One Numberblocks Crochet pattern for soft toy,"**PLEASE NOTE THIS LISTING IS FOR CROCHET PATTERN NOT ACTUAL TOY**This is a crochet pattern to make the character One of Numberblocks. If you are looking for the finished item please send me a message, I may be able to help. You will need: - yarn in red, darker red, black and white. - Soft toy stuffingFor the toy in the photo I have used Paris Drops yarn in the following colour codes:12 Red37 Rusty Red15 Black16 White You will need to know how to use a magic ring (magic loop), single crochet and how to increase and invisible decrease, chain stitch, slip stitch. I include short instructions for most of these except the magic loop. This pattern has the following written versions:- US crochet terms for right handed- US crochet terms for left handed- UK crochet terms for right handedPlease message me if you're interested in a different version. Copyright - This pattern is for personal use only. The pattern (or parts of it ) may not be reproduced, distributed or resold, translated, published, altered, shared or posted. If you sell the finished toy from this pattern, please link back to the pattern. You may share and tag me @dana22cc when you post your finished toy on Instagram.Please like my shop or follow me in instagram @dana22cc to keep up to date with more patterns coming soon.",etsy.com,Etsy,CutePurpleNarwhal,0,[IMG_CATEID_116]
918,1143231,Fody Foods Vegan Variety Sauce Marinade Pack | Low FODMAP Certified | Gut Friendly No Onion No Garlic No MSG | IBS Friendly | Gluten Free Lactose,Food & Beverages,Condiments & Sauces,What are some gut-friendly sauces that are suitable for a low FODMAP diet?,994680,vegan chicken sauce,Fody Foods Vegan Variety Sauce Marinade Pack | Low FODMAP Certified | Gut Friendly No Onion No Garlic No MSG | IBS Friendly | Gluten Free Lactose,"FLAVORFUL KITCHEN STAPLE: Marinade, drizzle or glaze your favourite dish with mouth-watering flavour! Whether youre cooking up tacos, BBQ, or stir fry, we have the sauce for you. Our variety pack includes Sesame Ginger, Enchilada, Teriyaki, and Korean BBQ Sauces and Marinades NO ONION: Our delicious low FODMAP sauces and marinades are gluten free and made with no onion so you can take all your favorite foods to the next level without worry. Fody Foods sauces and marinades have been certified Low FODMAP by Monash University ENJOY ALL YOUR FAVORITE FOODS: Go ahead, put ketchup on those fries, dip that chip in salsa, and grab a snack bar to go! We want you to live free of IBS symptoms and eat convenient, delicious foods you love, at any time of the day LOW FODMAP: FODMAPs are short-chain carbohydrates found in everyday foods, causing uncomfortable symptoms such as abdominal pain, bloating, and constipation for the 45 million Americans suffering with irritable bowel syndrome (IBS). Studies show that following a low FODMAP diet can provide complete symptom relief for up to 75% of IBS sufferers EAT LIFE TO THE FULLEST: At Fody, we want you to smile inside and out. Thats why weve dedicated ourselves to creating a world of delicious, gut-friendly, low FODMAP foods so you can eat life to the fullest! At Fody, we want you to smile inside and out. Thats why weve dedicated ourselves to creating a world of delicious, gut-friendly, low FODMAP foods so you can eat life to the fullest!",amazon.com,Amazon.com,Fody Food Co,0,[IMG_CATEID_361]
919,1335551,Super Immune - Immune-Strengthening Multivitamin 240 tabs,Health & Wellness,Vitamins & Supplements,What are some effective ways to boost my immune system naturally?,46884,strenghten immune system,Super Immune - Immune-Strengthening Multivitamin 240 tabs,"-World's most comprehensive high-potency multivitamin, multi-mineral formula -Wide-Spectrum AntiOxidant Immune Support -Heart Healthy with Vitamins A (retinol), D3 and 180 MCG of Vitamin K2 (MK-7) as MENAQ7 -4,000 IU of Vitamin D3 -1,500 MG of Vitamin C -800 IU of Vitamin E",allstarhealth.com,All Star Health,Super Nutrition,0,[IMG_CATEID_2667]
920,3306242,Benadryl Allergy Relief 4Ct Tablet | Icm Distributing,Health & Wellness,Allergy Relief,What are some effective ways to manage allergy symptoms like sneezing and itchy eyes?,3903246,benadryl dosage,Benadryl Allergy Relief 4Ct Tablet | Icm Distributing,"Benadryl Allergy Relief Ultra Tablets Temporarily Relieves Symptoms Due The Common Cold, Sneezing, Itching And Watery Eyes, And Itching Of The Nose Or Throat",bkstr.com,ASU Bookstore,Icm Distributing,0,[IMG_CATEID_2154]
921,4784183,Best Mattress From Tuft & Needle,Home & Living,Bedding & Mattresses,What should I look for in a high-quality mattress that supports different sleeping positions?,4810336,the best mattresses 2017,Best Mattress From Tuft & Needle,"Best Mattress with free, no-hassle returns and a 10-Year Warranty. It is the Best Mattress for all types of sleepers-stomach, back and side.",tuftandneedle.com,Tuft & Needle,Tuft & Needle,1,[IMG_CATEID_671]
922,3280880,Hydrographics Dip Kit Activator Water Transfer Snake Hydro Dipping,DIY & Crafts,Hydro Dipping Kits,How can I customize my items with unique patterns at home?,2835543,hydrodip kit,Hydrographics Dip Kit Activator Water Transfer Snake Hydro Dipping,"What Is It? DipKitStore's kit is original, patented do-it-yourself version of the commercial process used to transfer patterns or images onto any hard surfaced part that can safely be submerged in water. Each kit comes with THE HIGHEST QUALITY film and absolutely everything else necessary to process your parts (minus the actual dipping container and a small amount of hot water). Activator, primer, gloves, scuff pad, a respirator, and all the pre-mixed base coat paint and high quality clear coat you need are included. How Does It Work? If you can follow instruction you can learn this process. Each kit comes with everything you need to apply the pattern to your part, including thorough written instructions. *Please note: this kit comes with the recommended base color for this pattern. During checkout you may request black, white, bright green, hot pink, tan, medium brown,red, or metallic silver paint. See our other items What Comes in Each Kit? The pattern shown in this listing: 6.6 feet long by 19 inch",ebay.com,eBay,my dip kit mydipkit AP-109,1,[IMG_CATEID_4285]
923,3283903,65 Gallon Wheeled Trash Can,Home & Garden,Waste Management,What are some durable options for outdoor trash cans with wheels?,4501898,below ground trash cans,65 Gallon Wheeled Trash Can,Trash Cans Warehouse - 65 Gallon Wheeled Trash Can This all new 65-Gallon Wheeled Trash Can is designed with innovative features to make the job easier and get it done faster. Features and Benefits: Blow-molded HDPE for strength and rigidity. Won't rust or chip. Resistant to denting or bending. Cold-impact construction stands up to cold environments. Clean access handle on lid with enhanced polymers for lasting durability. Drain plug for easy clean out. Nylon bushings for smoother ride. Multiple colors and sizes available.,trashcanswarehouse.com,Trash Cans Warehouse,Suncast Commercial,0,[IMG_CATEID_997]
924,652744,"Troy Bilt - 16"" Chain Saw Repl. Chain Model Tb3516 (cc)",Tools & Home Improvement,Outdoor Power Equipment,What are some reliable options for replacing a chainsaw chain?,4334707,oregon chainsaw chains,"Troy Bilt - 16"" Chain Saw Repl. Chain Model Tb3516 (cc)","TROY BILT - 16"" (electric)Chainsaw Chain Models TB3516 & TB4516 WAP PART - # 91-55 - 3/8"" Pitch Low-Profile - .050 Gauge Fits: Troy Bilt TB3516, TB4516...",ebay.com,eBay,WAO,0,[IMG_CATEID_2356]
925,1763622,"0901 00 10 Parker Equal and Unequal Adaptor, Male BSPP and Metric Thread Push-to-Connect Fittings In Stock Now",Industrial & Scientific,Pneumatic Fittings,Where can I find reliable connectors for pneumatic systems?,1172642,fierce threads,"0901 00 10 Parker Equal and Unequal Adaptor, Male BSPP and Metric Thread Push-to-Connect Fittings In Stock Now",Nickel-Plated Brass AdaptorsE: 6. C1: G1/8. kg: 0.009. C2: G1/8. L: 16.5. E1: 6. F: 14. In Stock Now,hydradynellc.com,Hydradyne,Parker,0,[IMG_CATEID_2521]
